timestamp,underlying,option,time_to_maturity,implied_vol,delta,mid_price
0,10516.0,766.5,7000000,1.1183097057959683e-05,0.9949289305814079,766.5
100,10515.0,765.5,6999900,1.1171360286597055e-05,0.9949211745769563,765.5
200,10515.0,765.5,6999800,1.1171436708391546e-05,0.9949211858343084,765.5
300,10517.0,767.5,6999700,1.119515631225995e-05,0.9949366464582087,767.5
400,10519.5,770.5,6999600,1.2162602876244523e-05,0.991268019553968,770.5
500,10517.5,768.0,6999500,1.1201230942097187e-05,0.9949404769675725,768.0
600,10515.5,766.0,6999400,1.1177647719835817e-05,0.9949251234284057,766.0
700,10516.0,766.5,6999300,1.1183633469881052e-05,0.9949290063947553,766.5
800,10515.5,766.0,6999200,1.117780079260599e-05,0.9949251454964311,766.0
900,10517.0,767.0,6999100,1e-07,1.0,767.0
1000,10516.0,766.5,6999000,1.1183863397271932e-05,0.9949290388474321,766.5
1100,10517.5,768.5,6998900,1.2135637032436416e-05,0.9912539252668491,768.5
1200,10517.0,767.5,6998800,1.1195847944658474e-05,0.994936739933886,767.5
1300,10516.5,767.5,6998700,1.2121928944378268e-05,0.9912472703432873,767.5
1400,10517.5,768.0,6998600,1.1201923569252189e-05,0.9949405684033433,768.0
1500,10517.5,768.5,6998500,1.2135999440153701e-05,0.9912538538142482,768.5
1600,10516.0,766.5,6998400,1.1184323317893303e-05,0.9949291036829987,766.5
1700,10516.5,766.5,6998300,1e-07,1.0,766.5
1800,10515.0,765.5,6998200,1.1172659784664743e-05,0.9949213656113466,765.5
1900,10514.5,764.5,6998100,1e-07,1.0,764.5
2000,10515.0,765.5,6998000,1.1172812712573177e-05,0.994921388038359,765.5
2100,10514.0,764.5,6997900,1.1161086675291268e-05,0.9949135597961604,764.5
2200,10512.0,762.5,6997800,1.1137599618684932e-05,0.9948976576295855,762.5
2300,10510.5,761.0,6997700,1.1120036674252279e-05,0.9948855367984479,761.0
2400,10509.0,759.5,6997600,1.1102499457540803e-05,0.9948732547437843,759.5
2500,10512.5,762.5,6997500,1e-07,1.0,762.5
2600,10510.5,760.5,6997400,1e-07,1.0,760.5
2700,10509.0,759.5,6997300,1.1102725501863243e-05,0.9948732951490754,759.5
2800,10508.5,759.5,6997200,1.200923326331948e-05,0.9912067284557634,759.5
2900,10505.0,755.5,6997100,1.1056013617931702e-05,0.9948398055437011,755.5
3000,10505.0,755.5,6997000,1.1056088316240884e-05,0.994839820232889,755.5
3100,10505.5,756.5,6996900,1.1964874885747284e-05,0.9911999002988496,756.5
3200,10506.0,756.5,6996800,1.106794086144259e-05,0.9948483230874984,756.5
3300,10505.0,755.5,6996700,1.1056312423712373e-05,0.9948398642909166,755.5
3400,10506.0,756.5,6996600,1.1068090587189239e-05,0.9948483518860811,756.5
3500,10507.5,758.5,6996500,1.199516017295731e-05,0.9912035406161107,758.5
3600,10506.5,756.5,6996400,1e-07,1.0,756.5
3700,10506.5,757.5,6996300,1.1980478663345575e-05,0.9912011718276286,757.5
3800,10508.5,758.5,6996200,1e-07,1.0,758.5
3900,10507.0,757.5,6996100,1.1080177337634507e-05,0.9948568333191741,757.5
4000,10508.0,758.5,6996000,1.1091973921267781e-05,0.9948651921200558,758.5
4100,10508.0,758.5,6995900,1.1092049130242802e-05,0.994865205889754,758.5
4200,10510.0,760.5,6995800,1.1115598305702041e-05,0.9948817050450052,760.5
4300,10507.5,758.0,6995700,1.1086337355489559e-05,0.9948610697516899,758.0
4400,10508.0,758.5,6995600,1.1092274770340051e-05,0.9948652471874614,758.5
4500,10507.0,757.5,6995500,1.1080627605472814e-05,0.9948569178177474,757.5
4600,10506.0,756.5,6995400,1.106898912033969e-05,0.994848524535008,756.5
4700,10506.5,756.5,6995300,1e-07,1.0,756.5
4800,10505.5,756.5,6995200,1.1966527896610636e-05,0.9911989708903305,756.5
4900,10503.0,753.5,6995100,1.103411761196104e-05,0.9948229851792142,753.5
5000,10504.0,754.5,6995000,1.1045884121172727e-05,0.9948315856128147,754.5
5100,10503.0,753.5,6994900,1.1034266494009765e-05,0.9948230155396532,753.5
5200,10502.5,753.5,6994800,1.1937098757172942e-05,0.9911222928466162,753.5
5300,10505.5,755.5,6994700,1e-07,1.0,755.5
5400,10506.0,756.5,6994600,1.1069588312748862e-05,0.994848639498157,756.5
5500,10510.0,760.5,6994500,1.1116580806273313e-05,0.9948818750362469,760.5
5600,10512.0,762.5,6994400,1.1140181049695543e-05,0.9948980779625907,762.5
5700,10509.5,759.5,6994300,1e-07,1.0,759.5
5800,10512.5,762.5,6994200,1e-07,1.0,762.5
5900,10513.0,763.5,6994100,1.1152190927041004e-05,0.9949060961330745,763.5
6000,10514.0,764.5,6994000,1.1164062977035354e-05,0.9949140111072279,764.5
6100,10515.0,765.5,6993900,1.117594986316318e-05,0.9949218455727123,765.5
6200,10514.5,764.5,6993800,1e-07,1.0,764.5
6300,10513.5,764.0,6993700,1.1158392074129382e-05,0.9949101045969886,764.0
6400,10511.0,761.5,6993600,1.1129018903180871e-05,0.9948901213849627,761.5
6500,10512.0,762.5,6993500,1.1140864819745993e-05,0.9948981887877758,762.5
6600,10509.0,759.5,6993400,1.1105665902191086e-05,0.9948738187874284,759.5
6700,10511.0,761.5,6993300,1.1129246298482433e-05,0.9948901594203262,761.5
6800,10512.0,762.5,6993200,1.1141092785032264e-05,0.9948982256884679,762.5
6900,10515.5,766.0,6993100,1.1182474177889949e-05,0.99492581366122,766.0
7000,10515.0,765.5,6993000,1.1176639050214674e-05,0.9949219454384306,765.5
7100,10512.5,762.5,6992900,1e-07,1.0,762.5
7200,10512.5,762.5,6992800,1e-07,1.0,762.5
7300,10509.5,760.0,6992700,1.1112066531699854e-05,0.9948780199725676,760.0
7400,10512.0,762.5,6992600,1.1141548778551366e-05,0.9948982994281972,762.5
7500,10512.0,762.5,6992500,1.1141624785633534e-05,0.9948983117101541,762.5
7600,10512.0,762.5,6992400,1.1141700795048765e-05,0.9948983239898233,762.5
7700,10512.0,762.5,6992300,1.1141776806797325e-05,0.9948983362672041,762.5
7800,10512.0,762.5,6992200,1.1141852820879465e-05,0.9948983485422962,762.5
7900,10512.5,762.5,6992100,1e-07,1.0,762.5
8000,10513.0,763.5,6992000,1.1153790871262415e-05,0.9949063461111485,763.5
8100,10512.5,762.5,6991900,1e-07,1.0,762.5
8200,10512.5,762.5,6991800,1e-07,1.0,762.5
8300,10511.5,761.5,6991700,1e-07,1.0,761.5
8400,10508.5,758.5,6991600,1e-07,1.0,758.5
8500,10508.5,758.5,6991500,1e-07,1.0,758.5
8600,10509.0,759.5,6991400,1.1107175117030198e-05,0.9948740861378089,759.5
8700,10509.0,759.5,6991300,1.1107250601266657e-05,0.994874099484167,759.5
8800,10509.0,759.5,6991200,1.1107326087744188e-05,0.9948741128284998,759.5
8900,10510.5,760.5,6991100,1e-07,1.0,760.5
9000,10510.5,760.5,6991000,1e-07,1.0,760.5
9100,10506.5,757.0,6990900,1.1078220697928445e-05,0.9948533746315513,757.0
9200,10507.5,757.5,6990800,1e-07,1.0,757.5
9300,10508.0,758.5,6990700,1.1095963027532615e-05,0.9948659192860954,758.5
9400,10508.5,759.0,6990600,1.1101907396163398e-05,0.9948700714970397,759.0
9500,10509.5,760.0,6990500,1.1113729015458903e-05,0.9948783098953494,760.0
9600,10509.5,760.5,6990400,1.2030247202888581e-05,0.9912076111072059,760.5
9700,10509.5,759.5,6990300,1e-07,1.0,759.5
9800,10512.0,762.5,6990200,1.114337359292426e-05,0.9948985935626855,762.5
9900,10512.0,762.5,6990100,1.114344965606659e-05,0.9948986057895853,762.5
10000,10513.0,763.5,6990000,1.1155315597418224e-05,0.9949065832110112,763.5
10100,10513.0,763.5,6989900,1.1155391858600257e-05,0.9949065950409554,763.5
10200,10511.0,761.5,6989800,1.1131900774421918e-05,0.9948906017035878,761.5
10300,10510.5,761.5,6989700,1.2045356267429424e-05,0.9912115804716767,761.5
10400,10508.0,758.5,6989600,1.1096791731299853e-05,0.9948660695314293,758.5
10500,10502.0,752.5,6989500,1.102659511171272e-05,0.9948152065001251,752.5
10600,10503.0,753.5,6989400,1.1038363936783858e-05,0.9948238482417736,753.5
10700,10502.0,752.5,6989300,1.1026743933294464e-05,0.994815237187937,752.5
10800,10504.5,754.5,6989200,1e-07,1.0,754.5
10900,10505.5,755.5,6989100,1e-07,1.0,755.5
11000,10506.0,756.5,6989000,1.107378648641637e-05,0.9948494411614406,756.5
11100,10506.0,756.5,6988900,1.1073861514827305e-05,0.9948494554274905,756.5
11200,10504.5,754.5,6988800,1e-07,1.0,754.5
11300,10506.5,757.5,6988700,1.1987792062801258e-05,0.9911974417806759,757.5
11400,10507.5,757.5,6988600,1e-07,1.0,757.5
11500,10506.5,757.5,6988500,1.198798421563032e-05,0.9911973457532515,757.5
11600,10501.0,751.5,6988400,1.1015723028396488e-05,0.9948066982100375,751.5
11700,10502.5,753.0,6988300,1.1033335464056367e-05,0.9948197092049148,753.0
11800,10502.5,752.5,6988200,1e-07,1.0,752.5
11900,10503.0,753.5,6988100,1.1039333324479563e-05,0.994824044432258,753.5
12000,10504.5,754.5,6988000,1e-07,1.0,754.5
12100,10504.0,754.5,6987900,1.105118512066948e-05,0.9948326415700377,754.5
12200,10502.5,753.0,6987800,1.103370801208174e-05,0.994819785233843,753.0
12300,10501.0,751.5,6987700,1.1016243118029419e-05,0.9948068070842486,751.5
12400,10502.5,752.5,6987600,1e-07,1.0,752.5
12500,10503.0,753.5,6987500,1.1039780850770811e-05,0.9948241348995522,753.5
12600,10503.0,753.5,6987400,1.1039855445651541e-05,0.9948241499723721,753.5
12700,10504.0,754.5,6987300,1.10516335718386e-05,0.994832730451476,754.5
12800,10503.0,753.5,6987200,1.1040004641560715e-05,0.9948241801136547,753.5
12900,10504.0,754.5,6987100,1.1051783072217302e-05,0.9948327600662162,754.5
13000,10504.5,754.5,6987000,1e-07,1.0,754.5
13100,10500.5,751.5,6986900,1.1917140182818654e-05,0.9911029615815433,751.5
13200,10500.0,750.5,6986800,1.1005223382904187e-05,0.994798222992918,750.5
13300,10502.0,752.5,6986700,1.1028679345658355e-05,0.9948156356434611,752.5
13400,10502.0,752.5,6986600,1.1028753811768108e-05,0.9948156509505698,752.5
13500,10502.5,752.5,6986500,1e-07,1.0,752.5
13600,10503.0,753.5,6986400,1.1040601507143923e-05,0.9948243006208041,753.5
13700,10503.5,754.5,6986300,1.1957786946502692e-05,0.9911315491534016,754.5
13800,10503.5,753.5,6986200,1e-07,1.0,753.5
13900,10502.0,752.5,6986100,1.102912617257443e-05,0.9948157274658105,752.5
14000,10504.0,754.5,6986000,1.105260547330434e-05,0.9948329228360275,754.5
14100,10502.5,753.5,6985900,1.1944751053726755e-05,0.9911220538472368,753.5
14200,10501.5,751.5,6985800,1e-07,1.0,751.5
14300,10501.5,752.0,6985700,1.1023576251876309e-05,0.9948114597574909,752.0
14400,10502.0,752.5,6985600,1.102949858379951e-05,0.9948158039472706,752.5
14500,10502.5,753.5,6985500,1.1945095357084388e-05,0.9911220429301335,753.5
14600,10499.5,750.5,6985400,1.1905054621534765e-05,0.9910932923409975,750.5
14700,10495.0,745.5,6985300,1.094791917405348e-05,0.9947541897659313,745.5
14800,10495.0,745.5,6985200,1.0947992798511331e-05,0.9947542062990671,745.5
14900,10494.5,745.5,6985100,1.1838494583604629e-05,0.9910443366155035,745.5
15000,10495.0,745.5,6985000,1.0948140052745767e-05,0.9947542393635904,745.5
15100,10497.0,747.5,6984900,1.0971577927610572e-05,0.9947720841918887,747.5
15200,10495.0,745.5,6984800,1.0948287314077909e-05,0.994754272425763,745.5
15300,10497.0,747.5,6984700,1.097172563609053e-05,0.9947721167186045,747.5
15400,10497.5,747.5,6984600,1e-07,1.0,747.5
