timestamp,underlying,option,time_to_maturity,implied_vol,delta,mid_price
0,10516.0,517.5,7000000,8.970933137350727e-06,0.9834823155138683,517.5
100,10515.0,516.5,6999900,8.956617476517556e-06,0.983456431487253,516.5
200,10515.0,516.5,6999800,8.95668142094677e-06,0.9834564318071489,516.5
300,10517.0,519.5,6999700,9.706084634794815e-06,0.975912132398638,519.5
400,10519.5,521.5,6999600,9.42340698516243e-06,0.9795169543025446,521.5
500,10517.5,519.5,6999500,9.393681689677395e-06,0.9794552402843907,519.5
600,10515.5,517.5,6999400,9.363942885156027e-06,0.9793930545057231,517.5
700,10516.0,517.5,6999300,8.971381588894147e-06,0.9834823167582999,517.5
800,10515.5,517.5,6999200,9.364076791651617e-06,0.9793930532057942,517.5
900,10517.0,518.0,6999100,8.47868382699487e-06,0.9880413032336008,518.0
1000,10516.0,518.5,6999000,9.691218059741399e-06,0.9758770142461459,518.5
1100,10517.5,519.5,6998900,9.394084774196884e-06,0.9794552355656004,519.5
1200,10517.0,519.5,6998800,9.706706743400226e-06,0.9759121544886956,519.5
1300,10516.5,518.5,6998700,9.379317005996394e-06,0.9794242012601204,518.5
1400,10517.5,518.5,6998600,8.485748083113651e-06,0.9880517654618992,518.5
1500,10517.5,519.5,6998500,9.394353526503279e-06,0.9794552324143511,519.5
1600,10516.0,517.5,6998400,8.971958272648955e-06,0.983482318316461,517.5
1700,10516.5,517.5,6998300,8.472397796020671e-06,0.9880308884411534,517.5
1800,10515.0,516.5,6998200,8.957704726328057e-06,0.9834564368471029,516.5
1900,10514.5,515.5,6998100,8.445459138314992e-06,0.9879887641039271,515.5
2000,10515.0,516.5,6998000,8.957832665249988e-06,0.9834564374667323,516.5
2100,10514.0,515.5,6997900,8.943513220594363e-06,0.9834304381562402,515.5
2200,10512.0,513.5,6997800,8.914805662351611e-06,0.9833780846677096,513.5
2300,10510.5,512.5,6997700,9.290498588904164e-06,0.9792354926560736,512.5
2400,10509.0,510.5,6997600,8.871763032906472e-06,0.9832986683344659,510.5
2500,10512.5,514.5,6997500,9.320475014875628e-06,0.9792988736909454,514.5
2600,10510.5,512.5,6997400,9.290697829305499e-06,0.9792354917195515,512.5
2700,10509.0,510.5,6997300,8.87195287239015e-06,0.9832986716925765,510.5
2800,10508.5,510.5,6997200,9.26079969317649e-06,0.9791735071441228,510.5
2900,10505.0,506.5,6997100,8.814491162104815e-06,0.9831911314620492,506.5
3000,10505.0,507.5,6997000,9.522806357790472e-06,0.9754897452812064,507.5
3100,10505.5,507.5,6996900,9.21529932516426e-06,0.9790865095927772,507.5
3200,10506.0,507.5,6996800,8.829080127121788e-06,0.9832181985209683,507.5
3300,10505.0,507.5,6996700,9.523011131723239e-06,0.9754897380118114,507.5
3400,10506.0,508.0,6996600,9.223126170747176e-06,0.9791009615685564,508.0
3500,10507.5,509.5,6996500,9.246049515017682e-06,0.9791444348822189,509.5
3600,10506.5,508.5,6996400,9.230882364691612e-06,0.9791154323618918,508.5
3700,10506.5,508.5,6996300,9.230948740316941e-06,0.9791154279172298,508.5
3800,10508.5,510.5,6996200,9.261464482666445e-06,0.9791734748257122,510.5
3900,10507.0,508.5,6996100,8.843919943513322e-06,0.9832451524354227,508.5
4000,10508.0,510.5,6996000,9.56996553415415e-06,0.9755955004416206,510.5
4100,10508.0,510.5,6995900,9.570034030680632e-06,0.9755954992797831,510.5
4200,10510.0,511.5,6995800,8.887296024232213e-06,0.983325276976399,511.5
4300,10507.5,508.5,6995700,8.352160588795475e-06,0.9878379727629273,508.5
4400,10508.0,509.5,6995600,8.858633044635222e-06,0.9832719840434351,509.5
4500,10507.0,508.5,6995500,8.844298376198615e-06,0.983245160632986,508.5
4600,10506.0,507.5,6995400,8.82996146695945e-06,0.9832182194099645,507.5
4700,10506.5,508.5,6995300,9.231612562887877e-06,0.9791153835997409,508.5
4800,10505.5,507.5,6995200,9.216426842505307e-06,0.9790864238299679,507.5
4900,10503.0,504.5,6995100,8.786936340473407e-06,0.9831366904539429,504.5
5000,10504.0,505.5,6995000,8.801406021914306e-06,0.9831639875924194,505.5
5100,10503.0,504.5,6994900,8.787061590136795e-06,0.9831366941426621,504.5
5200,10502.5,505.5,6994800,9.81771332051469e-06,0.9713610292446032,505.5
5300,10505.5,507.5,6994700,9.21675853161497e-06,0.9790863987337463,507.5
5400,10506.0,507.5,6994600,8.830465213056019e-06,0.9832182313024694,507.5
5500,10510.0,511.5,6994500,8.888120591340247e-06,0.9833252896649135,511.5
5600,10512.0,513.5,6994400,8.916969673793296e-06,0.9833781089146266,513.5
5700,10509.5,511.5,6994300,9.277826880263978e-06,0.9792036109414284,511.5
5800,10512.5,514.5,6994200,9.322674936469556e-06,0.979298858715503,514.5
5900,10513.0,514.5,6994100,8.931551469131446e-06,0.983404342110917,514.5
6000,10514.0,516.5,6994000,9.6639221123257e-06,0.9758067749652035,516.5
6100,10515.0,517.5,6993900,9.679373281351045e-06,0.9758419543482779,517.5
6200,10514.5,516.5,6993800,9.352780211207237e-06,0.9793617506063041,516.5
6300,10513.5,515.5,6993700,9.337929434934076e-06,0.9793303633161464,515.5
6400,10511.0,512.5,6993600,8.903086164505534e-06,0.9833517656786294,512.5
6500,10512.0,513.5,6993500,8.917542775606064e-06,0.983378115225363,513.5
6600,10509.0,511.0,6993400,9.270928324057563e-06,0.97918793949431,511.0
6700,10511.0,513.5,6993300,9.61817303851116e-06,0.9757011769306293,513.5
6800,10512.0,513.5,6993200,8.917733835164e-06,0.9833781173189217,513.5
6900,10515.5,517.5,6993100,9.36816374676712e-06,0.9793930130370992,517.5
7000,10515.0,516.5,6993000,8.961032999503406e-06,0.9834564522083736,516.5
7100,10512.5,514.5,6992900,9.323542007232479e-06,0.97929885273483,514.5
7200,10512.5,513.5,6992800,8.421548268648726e-06,0.9879465346218209,513.5
7300,10509.5,511.5,6992700,9.278888625044694e-06,0.9792036068644014,511.5
7400,10512.0,513.5,6992600,8.9181159927152e-06,0.9833781214910409,513.5
7500,10512.0,514.5,6992500,9.63414835811026e-06,0.9757363946469954,514.5
7600,10512.0,513.5,6992400,8.91824338995751e-06,0.983378122877282,513.5
7700,10512.0,513.5,6992300,8.918307090715163e-06,0.9833781235695624,513.5
7800,10512.0,513.5,6992200,8.91837079289581e-06,0.9833781242612967,513.5
7900,10512.5,514.5,6992100,9.324075711521341e-06,0.9792988490315868,514.5
8000,10513.0,514.5,6992000,8.93289142795087e-06,0.9834043538552164,514.5
8100,10512.5,513.5,6991900,8.422082901787997e-06,0.987946595826337,513.5
8200,10512.5,514.5,6991800,9.324275874653772e-06,0.9792988476384099,514.5
8300,10511.5,512.5,6991700,8.40866544817038e-06,0.9879251595901377,512.5
8400,10508.5,510.5,6991600,9.264524067366317e-06,0.9791733292196005,510.5
8500,10508.5,510.5,6991500,9.264590608427932e-06,0.9791733261101178,510.5
8600,10509.0,510.5,6991400,8.87568896508957e-06,0.9832987367653135,510.5
8700,10509.0,511.5,6991300,9.588654297357051e-06,0.9756307029139271,511.5
8800,10509.0,511.5,6991200,9.58872293183454e-06,0.9756307022392906,511.5
8900,10510.5,512.0,6991100,8.897477237279324e-06,0.9833385692015847,512.0
9000,10510.5,512.5,6991000,9.294951399037377e-06,0.9792354711599923,512.5
9100,10506.5,508.5,6990900,9.234534815715983e-06,0.9791151913914672,508.5
9200,10507.5,509.5,6990800,9.249837863849477e-06,0.9791442199173406,509.5
9300,10508.0,509.5,6990700,8.861731060945367e-06,0.9832720441052872,509.5
9400,10508.5,510.5,6990600,9.265189532329186e-06,0.9791732982315451,510.5
9500,10509.5,511.5,6990500,9.28034912960275e-06,0.9792036011455649,511.5
9600,10509.5,511.5,6990400,9.280415532840508e-06,0.9792036008824982,511.5
9700,10509.5,511.5,6990300,9.280481937526432e-06,0.9792036006191771,511.5
9800,10512.0,513.5,6990200,8.919645135654786e-06,0.9833781379789062,513.5
9900,10512.0,514.5,6990100,9.635800958318836e-06,0.9757364080684834,514.5
10000,10513.0,515.0,6990000,9.332940161665855e-06,0.9793146064646175,515.0
10100,10513.0,515.5,6989900,9.651351883603307e-06,0.9757716255582819,515.5
10200,10511.0,512.5,6989800,8.905502715291318e-06,0.9833517969893106,512.5
