time,underlying,option,time_to_maturity,implied_vol,delta,mid_price
0,10503.0,99.5,7000000,8.818090470381911e-06,0.5095377558761566,99.5
100,10510.0,102.5,6999900,8.797271669822396e-06,0.5209493399778257,102.5
200,10513.0,104.5,6999800,8.847120879247703e-06,0.5257398657609239,104.5
300,10517.5,106.5,6999700,8.787128161992633e-06,0.5331755817299376,106.5
400,10509.5,102.5,6999600,8.819455187070163e-06,0.5201079623435689,102.5
500,10506.0,100.5,6999500,8.7951716015632e-06,0.5144325718191644,100.5
600,10503.5,99.5,6999400,8.829971399245255e-06,0.5103501653470642,99.5
700,10503.0,98.5,6999300,8.727993544364493e-06,0.5095406484769004,98.5
800,10497.5,96.5,6999200,8.812246823575873e-06,0.5005756501988062,96.5
900,10495.5,95.5,6999100,8.822003558152333e-06,0.49732834235846296,95.5
1000,10499.0,96.5,6999000,8.772761061102878e-06,0.5029923299021436,96.5
1100,10501.0,97.5,6998900,8.771988336059846e-06,0.5062659494869229,97.5
1200,10504.5,99.5,6998800,8.773298448833749e-06,0.5119927912395765,99.5
1300,10510.0,102.5,6998700,8.798026394361812e-06,0.5209493392292741,102.5
1400,10510.0,102.5,6998600,8.798089296833453e-06,0.5209493391668942,102.5
1500,10504.5,99.5,6998500,8.773486523378117e-06,0.5119927912280429,99.5
1600,10504.5,99.5,6998400,8.773549217580307e-06,0.5119927912241983,99.5
1700,10499.0,96.5,6998300,8.773197023610521e-06,0.5029923279227985,96.5
1800,10497.5,96.5,6998200,8.812870863439833e-06,0.5005756447082599,96.5
1900,10493.5,93.5,6998100,8.733853276631903e-06,0.49391657374183484,93.5
2000,10493.0,93.5,6998000,8.757023548695076e-06,0.4931364941284974,93.5
2100,10488.5,91.5,6997900,8.787687990382347e-06,0.4858339239676108,91.5
2200,10485.5,90.5,6997800,8.791500296067052e-06,0.48094097182044093,90.5
2300,10491.5,93.5,6997700,8.826939709373256e-06,0.4908219240916096,93.5
2400,10486.0,90.5,6997600,8.7674620847983e-06,0.4816822966025173,90.5
2500,10480.5,88.5,6997500,8.847231557089767e-06,0.47300201571084066,88.5
2600,10475.0,85.5,6997400,8.808822926969288e-06,0.46388507687768393,85.5
2700,10464.5,81.0,6997300,8.834200327212627e-06,0.44700171354582663,81.0
2800,10472.5,84.5,6997200,8.822968319241144e-06,0.4598955399106548,84.5
2900,10473.0,84.5,6997100,8.80211434805914e-06,0.460592532989993,84.5
3000,10478.5,87.5,6997000,8.842344923133217e-06,0.469733889647219,87.5
3100,10473.5,85.5,6996900,8.872200362494082e-06,0.4617831985157551,85.5
3200,10479.0,87.5,6996800,8.821158261135676e-06,0.4704519717920139,87.5
3300,10479.5,87.5,6996700,8.79987907366123e-06,0.47117351899508564,87.5
3400,10480.0,87.5,6996600,8.778570362328191e-06,0.47189856141423586,87.5
3500,10489.0,92.5,6996500,8.855039759452823e-06,0.4868215308252963,92.5
3600,10484.0,89.5,6996400,8.775291727989747e-06,0.47843013906658777,89.5
3700,10483.0,89.5,6996300,8.824380187088553e-06,0.47697353625700645,89.5
3800,10483.5,89.5,6996200,8.799894311933404e-06,0.47769962648841385,89.5
